c1,c2,c3,c4,c5,err,k1,k10,k11,k12,k13,k14,k15,k16,k17,k18,k19,k2,k20,k21,k22,k23,k24,k25,k26,k27,k28,k29,k3,k30,k31,k4,k5,k6,k7,k8,k9,n_real,n_solutions,ok,trial,n_pos
-0.649107623,-0.858478226,-0.86849634,-0.770377068,-0.610182275,,0.1785321670894721,0.911053066,0.8931808110542434,-0.253384491,0.4291425058734495,0.369292315106116,-0.838917172,-0.201514217,0.5308394946360422,-0.294855121,-0.477681441,0.8902517567814106,0.7706614787754584,-0.08451214,-0.511749546,-0.588964015,0.3763449001748418,-0.855879361,-0.2661122,0.071116578,0.6198151500195408,-0.704952821,0.006821262,-0.775491985,0.8817445304031306,-0.301594247,-0.763189661,-0.707014343,-0.461623711,0.374899083041988,0.7166381510640574,7,9,True,11.0,
-0.420501699,0.6956386043222631,0.4392252725697947,-0.914318708,-0.646665266,,-0.753570651,0.7556603761499812,-0.528012473,-0.460363476,0.115775545994833,0.2955319659194635,-0.571990156,0.5529807150063974,0.4861365721637174,-0.72912791,0.9324854307327768,-0.572415252,-0.798485445,0.1937481548276203,0.8243803343192608,0.5490633105802383,-0.498381935,-0.983655602,-0.482233215,0.6714314258988332,-0.94961075,-0.79445036,0.5309173091759551,0.3375722994350743,0.9844656860205578,0.5931427537501381,0.5747546762506972,-0.882965734,-0.370348056,0.2198704989980604,0.4573737557946793,3,9,True,12.0,
0.1441309270274819,-0.911619171,-0.257990976,0.07252229,-0.727751357,,-0.958294354,0.2175672874573471,-0.907263224,0.7747341082565455,-0.223536425,-0.156669601,0.4800866089619306,0.925433354703784,-0.77202432,-0.056583182,-0.27252067,-0.807922459,0.090441109,0.048848179,-0.315610438,0.3747053986114856,-0.454188255,-0.254838206,0.7979440985485837,0.9835663974838238,0.6153150794253337,0.5083196017774867,0.8971987478428991,0.8139637527460208,0.5475680293808871,0.07624994,0.6916651725942398,0.6554241982866027,-0.308027351,-0.295101319,0.060563656,5,9,True,13.0,
-0.694110122,-0.224371931,0.5212901513112649,0.0182769598376517,0.2262092490654899,,-0.269875122,-0.072353697,-0.543604858,-0.232106411,-0.73509891,0.4311359507516696,-0.454985988,0.1169129065563092,0.5713490810682149,0.8017725554806443,0.3061507264929095,-0.792636073,0.2139159924805893,0.3351351500535573,-0.497400347,0.605791807,-0.892188514,-0.634115728,-0.510142747,-0.484585714,-0.418699482,-0.401339084,0.476409172,-0.759698633,-0.929923276,-0.466676143,0.022763276,-0.726389787,-0.914194264,0.9648678884415776,0.5147914354508982,5,9,True,14.0,
-0.050421873,0.5769374699139083,-0.299034787,-0.265235986,-0.038176406,,0.7900120210222288,-0.310095753,0.087502474,0.2885957106804939,-0.602854721,0.7578341492935947,0.5865221466717672,0.4569123078985395,0.3385629885195071,0.675744657,-0.314837894,0.2002740559383142,0.112501375376373,0.8853913581168844,-0.936457401,0.5110012483277724,0.7600710298230435,-0.805790087,-0.974204117,0.4128439388857035,-0.96783326,-0.415870281,-0.716545707,0.2867588454166481,-0.487648753,-0.70347069,0.3018057632362203,-0.246346713,0.4975438079059113,0.1576394335320272,0.5832499800994766,9,9,True,15.0,
-0.475108485,0.381008,0.4207392510536931,-0.597076544,0.4727570785682093,,0.4781469292813032,-0.418807007,0.2145736823398527,-0.99999654,0.8641307930063857,-0.707664521,0.019383236,-0.26538543,0.4440181463876542,-0.444036746,0.7902982177638287,-0.994332479,-0.629427221,-0.12268005,-0.853296153,-0.991599735,0.9790907066031832,-0.375404621,-0.299420965,0.2120386606571696,0.4711453953664852,0.3885365220405412,0.0307958189055557,-0.246679635,0.3240429249995205,0.8263650899451682,0.6559904817565076,-0.42322729,0.206308888134592,-0.861458491,0.6995694587671979,7,9,True,16.0,
0.3436996676161383,-0.881949985,0.6236892422052569,0.3161601085058505,-0.90081214,,-0.265039671,-0.719961265,-0.029415044,-0.851225154,0.3560885788920336,-0.419812694,-0.152863463,0.7502686467537294,0.5700307907076874,-0.18252437,-0.12111789,0.2534222029707447,-0.722416034,0.1364513725113827,0.4634464903516679,-0.056692152,-0.140531425,0.1905661052956491,0.972310412143854,0.4467604884992777,0.4421627819269407,0.589672883,0.342092867,0.6866929041763155,0.9315420918992068,-0.033134982,0.050225393,0.6069319091001852,-0.726368686,-0.659282925,0.9351066205122858,7,9,True,17.0,
0.5748094168630251,-0.193138654,-0.40742094,-0.460463056,-0.595844349,,-0.042066053,-0.196371567,-0.411532287,-0.71121477,-0.657318006,0.3289833685479029,-0.125408628,0.7697433147352792,-0.667038766,-0.40952208,0.4715924992903457,-0.535264815,0.5921352798876702,-0.616164025,-0.761201103,-0.035550068,0.4667498456461829,-0.214143985,-0.469936732,0.5364605848973021,-0.984325871,0.1639106064821556,0.5937745294817667,-0.69471567,-0.232785441,-0.967866936,-0.534596798,-0.412689619,-0.910815692,-0.500296895,-0.637938777,9,9,True,18.0,
-0.785247742,0.3064245271900558,-0.395785677,-0.859997575,0.2576127766999678,,-0.260129126,-0.183749512,-0.850485864,-0.145173433,0.2618996561450544,-0.707469282,-0.901157117,0.0607237387963919,-0.320351458,0.3485022085884082,0.4176211424939011,0.2119602769649975,-0.946161135,-0.296660687,-0.388892077,-0.966116569,0.8336684503526288,-0.933438537,0.2853560028825184,-0.339035326,-0.478191228,-0.667138264,0.9976935716678712,0.3172289175841736,0.6599425920484525,0.070624723,0.2900203000481363,-0.611235943,-0.307385631,-0.009127467,-0.687211325,9,9,True,19.0,
-0.601654405,-0.909286664,0.522378151,-0.643739256,0.9366344461687016,,-0.697740773,0.130645705753515,-0.510458693,-0.366681224,-0.96589142,0.5103217060373493,-0.299168813,-0.809104505,-0.613252972,0.7223456556533177,-0.250045032,-0.241420701,0.9730026369311172,0.2048206405829247,0.6776301592670944,0.486423276,-0.717082113,0.772472536,-0.908175683,-0.28815079,0.3330166285441955,0.9073238308343714,-0.717849321,-0.596704909,0.8467441776265208,-0.050186199,-0.574854978,-0.176973293,-0.908692077,0.6142529449407572,0.3838767217121055,3,9,True,20.0,
-0.486751995,0.1190342472248509,-0.629510569,-0.064004988,-0.254219881,,-0.118980652,0.4761467693481158,0.6482437657744704,-0.428895437,-0.185717539,0.6323473160098692,0.5753652716912954,-0.353533042,-0.984591475,0.1199102404240477,0.6059260026560347,-0.943434184,0.0151661312492148,0.8633255226926271,-0.203821619,0.8654715206047339,0.3918241626973984,-0.589202859,0.4246637280501306,-0.432750882,0.064018815,-0.305864202,-0.370581847,0.465137712670006,0.072443619,0.0599120770947556,0.8317979853659994,0.2562872880113294,0.5477236616799384,-0.415345012,0.6745621606630969,7,9,True,21.0,
-0.391575987,0.0352452860195793,-0.247314483,-0.422701182,0.4290164681482,,0.4352359029264354,-0.090163302,0.922860565893704,-0.114231301,-0.003522905,0.1032862602881885,0.8835859552706573,0.6448663707032227,0.6458429163175086,-0.183386306,0.077520802,-0.758454525,-0.089692274,-0.685540705,-0.156059268,0.5915722594505137,-0.32870811,-0.178748433,0.5975226543810579,0.5375873934084652,0.9794854591317272,0.6351053130469229,-0.246139808,-0.734320213,-0.115521372,-0.106726621,0.7372769457819754,-0.797570942,0.3108922256276143,-0.889253304,-0.816416004,7,9,True,22.0,
0.024648747,-0.029209117,-0.981422642,0.3303175322633027,-0.400102408,,-0.536468444,0.7462397195089583,-0.068635473,-0.436937841,0.3492000927497218,-0.158261766,0.5966747892336266,-0.504390136,0.4331753298391101,0.8435434089943925,-0.259259405,-0.534061394,-0.140715725,0.545667919,-0.44044603,0.2575637100756482,0.055060725,-0.121289096,0.6803782717799738,-0.417514683,-0.833207598,0.0554376701800896,0.49564151792325,-0.919360672,0.004475996,-0.678753014,0.2026092953142497,0.7851376447514733,0.8891011453004545,-0.688769624,-0.349842564,9,9,True,23.0,
-0.906482106,-0.196492273,-0.650049383,-0.16389414,-0.352112752,,-0.179670138,0.036844875,-0.756199997,0.0259945126659499,-0.472406499,-0.045321637,-0.34456672,-0.47302168,-0.780967025,-0.564761178,0.034651052,0.2014270568809362,-0.363019182,-0.133094962,-0.057743806,0.2583270666990027,-0.716631751,0.8011116136972056,0.2807956810560039,-0.651327496,0.5159442434246682,-0.843904897,-0.874645867,0.8430165489639614,0.8052098723552445,-0.641504554,-0.061827976,-0.719714529,-0.482111079,-0.584659756,0.4816586657280504,7,9,True,24.0,
-0.554508966,0.69608001,-0.344458735,-0.572718036,-0.656678943,,0.0193275387300659,-0.848266943,0.0121919343701724,0.3533449369162933,-0.650834324,-0.616827628,-0.570431048,-0.528079808,0.5342351479002172,-0.269071369,0.4182588922850301,0.7096641012236642,-0.868890952,0.8999090897476125,0.353520813669768,0.6276710305794979,0.7138637108939045,0.5170769263686679,-0.462688843,0.5242861777460233,0.3202770470853013,0.9423659611924542,-0.228220897,0.5702666299381121,0.1649757881469016,-0.682421606,0.9692089255313316,0.9816431498790776,-0.49489018,-0.403952724,-0.515189931,9,9,True,25.0,
0.5229874066055906,-0.014675321,0.8255438053179116,-0.227381393,0.6353381197904446,,0.3345668596486271,0.890975519,-0.084493785,-0.489369625,0.6123961895663101,-0.79531635,-0.96802916,-0.108376066,0.5588920676755835,0.8218094438363037,-0.752028936,-0.28572893,0.4449559649742589,-0.616716143,-0.104315848,0.5217940329635185,-0.198343495,-0.97449384,-0.125544816,-0.615820627,0.9781797106408128,-0.494922255,0.1294594253933949,0.9663156616299426,0.5400630041471026,0.073113064,-0.273730211,0.2999646002636291,0.6932051327274906,-0.849076126,0.1818433543908204,7,9,True,26.0,
-0.181844325,0.3432543365293758,0.8427949183681158,0.2454402228627299,0.4607901335457769,,-0.895983591,-0.195892601,-0.727598171,0.6076499944226663,0.3822844084984753,-0.080387157,0.5938199111592137,0.842264265,-0.909764139,-0.999047765,0.3392381626279741,-0.905595443,0.155058797200974,-0.567975063,-0.317789843,-0.924660082,-0.158178594,-0.504766702,0.5438374360933524,-0.992685044,-0.691012434,-0.096960009,0.8933758066831885,-0.398674857,-0.745109396,0.5661315999125018,-0.232770838,-0.213748487,-0.835703114,-0.742169582,0.3972526673658101,9,9,True,27.0,
0.638466723,0.8274047948077725,-0.170205994,-0.69141013,0.8854899146098356,,-0.028827355,0.8949367431256183,-0.948361954,0.6716229613517308,-0.152642864,0.4985668685294748,-0.932528565,-0.224678545,-0.274605997,0.070287222,0.3424003461504976,0.9101858323803452,-0.616862309,0.4108933098304375,-0.515455323,0.9230294104826062,0.2908701641971909,-0.594058792,-0.20966667,0.8910489824117702,0.2995465017753056,0.5184368732755473,0.2464973295655284,0.2507718626963293,0.1912896869174098,-0.867704566,-0.111799113,0.7261431451648912,0.3584918641461665,0.9471492112946192,0.4219288777464149,9,9,True,28.0,
0.8360369649729744,0.004774125,-0.30374506,0.049346132,0.186979874415853,,0.2710253658953183,0.7252840001832439,0.556459695,0.7546065113965938,0.4185914029016913,0.7379475953748789,-0.443864272,-0.053125239,0.5544914247458852,-0.751672909,-0.037521442,0.110482735367293,0.6665828924945423,0.5771771973905193,-0.894252076,0.8459423291180745,-0.530359901,-0.983941196,-0.619154398,0.8275959907732173,-0.313214125,-0.09711754,0.5017265795205552,0.009691427,-0.012988109,0.8528291457331147,0.4397531522577615,-0.963825092,0.614408601,0.8491050166969232,0.025072793768988,9,9,True,29.0,
0.8655295548486377,-0.801121603,-0.503709937,0.6899157980600523,-0.019361242,,0.3211855635964062,-0.479271868,-0.693277171,-0.970728739,0.3020700923089365,-0.083588951,0.6784944647360995,0.0422323242861168,-0.301230124,0.5052218936210608,-0.006629219,-0.139665374,0.2269850305709186,-0.110513796,-0.214695994,0.2127397725696833,-0.11829722,-0.420667366,0.0412264297437445,-0.446761446,0.8977216711926386,0.7656373488737591,-0.577088295,-0.985512473,-0.980881782,-0.967700236,0.8462350074276128,-0.975484211,-0.866136914,0.7660281633894135,0.7489511917927043,5,9,True,30.0,
0.2749218275849205,0.7043365190764419,-0.437725585,0.2558403656101862,-0.022596139,,0.4446019221998698,-0.088566912,0.5453806404731814,-0.023298598,-0.783374818,-0.434353405,-0.933912408,-0.157621407,0.093542206,0.6374431400877265,-0.784702606,0.8573622441480864,0.1361782682578836,-0.470800107,-0.011999302,0.2284025047221387,0.6091244380683172,-0.612686122,-0.830116051,0.5652739571519589,0.7613865234639907,-0.249730263,0.8746588238734727,0.083870203,-0.977840291,0.3839449247165478,0.5326103625879335,-0.226744657,0.0323290192864469,0.1473791268254554,0.4029750907787104,7,9,True,31.0,
-0.306232454,0.1937726469894038,0.6142068219623544,0.0316556243247063,-0.357869197,,0.838455159,-0.750354836,0.2098006597294293,-0.852257917,0.4971495913989674,-0.954162923,-0.288060969,-0.088007728,0.1322716059395232,0.9210737464889064,0.8386187903963975,-0.476798161,0.8692336473738003,-0.608867099,0.296418673,-0.820414243,-0.942435151,-0.846967234,0.303923748758784,0.8422473265254493,-0.590472006,-0.463099255,-0.561866325,0.027872153215033,-0.96798524,-0.222515968,-0.847066712,-0.996101071,0.4665694822998345,-0.548962361,-0.333613101,9,9,True,32.0,
0.2615325486049724,0.8900684596304687,0.1322829054154817,-0.928388617,-0.059948695,,0.7489496068929911,0.6319994664552882,0.2390457172497866,0.8964325328328093,0.9700625161309682,-0.267121766,0.9981001218052636,0.967802857680048,-0.982138419,0.5794989373787995,-0.416104611,0.4515239545418086,0.4989148277748736,-0.791739825,-0.133745123,-0.937840682,0.7616500661194499,0.8988021723400377,-0.817915207,-0.559729756,-0.696253487,0.0502532,-0.729697739,0.4358184269726672,0.825214413,0.9159002074014224,0.907285363940138,-0.901685143,-0.86240044,-0.432225826,-0.276440264,9,9,True,33.0,
0.1123407070221542,0.9042725288449294,0.3815582693334347,-0.574477707,0.9999614826655594,,0.3568796478539622,-0.529657202,-0.355591331,0.6972472050694671,-0.496494434,0.2507698242526159,-0.100677141,0.4337912337077352,0.1677460258339094,-0.089787681,-0.934176122,0.9955944660657354,0.074032418,-0.952797442,0.3055010584825171,0.3072784455703132,-0.026833454,0.078357989,-0.645331289,-0.570649032,0.8088662647973357,-0.052801265,-0.844023437,0.2375480938459291,-0.444781365,-0.06703112,-0.696699958,0.1597661160007097,-0.828779024,-0.341686219,0.1418735305649781,5,9,True,34.0,
-0.593689228,-0.905909219,-0.982261474,0.7105480382426701,0.1984947848025071,,-0.266584372,-0.353153378,0.7695244698447525,-0.133713783,0.2053084983918784,-0.710419009,0.1669242645130699,-0.175271243,0.2351721099207608,-0.420144224,0.2934854677188161,0.470781933172804,0.961662326887628,-0.229606126,0.4795893704207659,-0.99338213,-0.219453579,-0.024452465,-0.811779309,-0.868356562,0.1357529108667079,-0.317320769,-0.728373531,0.051281072,-0.902384692,-0.959986005,0.3557471420572824,-0.264028748,0.4255303825072967,0.7656714660814106,0.5928421872337308,1,9,True,35.0,
-0.732884524,-0.580939885,-0.604597983,0.255936152,0.6227793303931253,,0.6621617468528407,0.419867782,0.7810872940738194,0.6804475217336732,0.1673050596491108,0.6157303453530694,-0.029837767,-0.708740412,0.6661942774727003,-0.776517495,-0.100523422,0.028107796,0.5484245255897893,-0.978706046,-0.263792426,-0.09343031,0.032451779,0.008801157,0.8421863056310559,0.4028929677735355,0.2148603018458432,0.0284178676109965,-0.151409826,-0.506513776,-0.491476236,0.9439317398257088,0.6294835836629935,0.644344506,-0.90040565,-0.461196051,-0.763746741,7,9,True,36.0,
0.9004935056640915,0.8492348696594707,0.057693541,0.6484503266828976,-0.268155437,,-0.168113549,0.5604430829692224,-0.216905755,-0.985296085,-0.990080544,-0.977549058,0.4465452032033949,0.5756876286929815,0.8845808803717201,0.3689302281971205,0.6864533783020819,0.567427858,-0.938474123,-0.716527968,-0.4240077,-0.263558043,0.49023693,-0.907656906,-0.925221904,-0.080302835,-0.612065,-0.773771346,0.5390237195416514,0.0172461996919941,0.4626552218821995,-0.389479861,0.5183823601741584,-0.993611607,0.996516903241888,-0.702943126,0.4815485853067134,9,9,True,37.0,
0.6620699819616078,0.4357887188508211,0.0497353852347752,0.1408339874483886,-0.278649394,,0.7519456090989132,-0.452380257,-0.61065521,-0.888479033,-0.861374083,0.1494131808269694,0.3031379902131164,0.4090028374735555,0.8133107145563896,-0.730479685,-0.727946602,-0.86783193,0.9640486972790095,0.9224631286281118,0.072361489,0.2667943041772331,-0.068658018,-0.019592492,-0.537038599,0.0634522,0.7760026851168433,0.7100982259820334,-0.347617129,-0.624306697,0.5073428789331338,-0.023510453,0.7353410736697188,0.036010034,-0.364098805,0.1867187548783238,-0.821355142,7,9,True,38.0,
0.617864395,-0.587043847,-0.38260591,-0.159404813,-0.974356791,,-0.67464341,-0.311719025,0.6654233112535333,0.756101772,0.5217362082429524,-0.076364991,0.2598504272345985,-0.705125354,-0.016542602,0.3061481762325755,-0.663221041,0.0435457950797415,0.3489078044311338,0.5290467714195417,-0.659959427,-0.64651245,-0.426809972,0.3419922061191922,-0.864601717,0.4314458818740858,-0.66367769,0.6314013813889319,0.6367814567107479,0.3022537702265691,-0.051610195,-0.99796111,-0.569590152,-0.244277522,0.185897307095586,0.9275406621449886,-0.523818394,7,9,True,39.0,
0.6159070841658334,-0.263053566,-0.410419365,-0.997377598,-0.921166174,,0.097841246,-0.878759139,-0.770326668,0.6941953629736548,0.1883839653227896,0.5053220708154904,0.787069272,-0.52170923,0.8769189495618743,-0.410853168,-0.525668737,-0.204482889,0.2541454003765389,0.7621957533767452,-0.686164246,-0.412014028,-0.719546558,-0.958085109,-0.930885059,0.2363933909234052,0.070554812,0.4125503364736413,-0.102932072,0.6173753432187556,0.2988599908286553,0.5860379770670656,-0.523627576,-0.855709972,0.7502145561746456,-0.467141039,-0.562037491,9,9,True,40.0,
-0.527118382,-0.759642307,0.1795539481955068,-0.867118845,0.9649622211000124,,0.4960903014307694,-0.529221595,0.2911602914996365,-0.328461563,-0.304512888,0.096952806,0.0237819442061772,0.189296910314848,-0.237338078,0.2175311742386045,0.3486412665523932,-0.07759551,-0.30174448,0.2674580475574921,-0.637328153,0.8789385069626521,-0.689867823,0.9045709894366404,-0.924215282,0.1187578343011366,-0.525769477,-0.842193969,0.2808969852047478,-0.828904535,-0.336107527,0.00295811,-0.298990932,-0.468448054,-0.358626467,-0.546244864,0.1961485678176351,5,9,True,41.0,
0.8649650820924468,0.7841564378178991,0.7515107423831995,-0.907371233,-0.485441876,,0.7979760553981148,-0.992179897,-0.979969155,0.66972029,0.071956739,0.4766562649491304,0.9703583903488626,-0.723836545,0.9425384209399196,-0.781382451,0.114962696865938,0.3537761007077735,0.4961386464535704,-0.951268391,0.2668234421920505,-0.954256435,-0.49468602,-0.917270031,-0.802214787,-0.270632457,0.7360731721246054,0.8312313476526176,0.3258026474477011,-0.354349297,0.6832116750155373,0.9776324964186104,0.070461254,-0.257111258,0.8164984473917372,0.8024567547652954,0.6764721179862865,5,9,True,42.0,
0.5593431773918831,0.09210343,-0.612391753,-0.008484763,0.0101156716128163,,0.2357545366720304,0.7681791420843269,0.039764768,-0.554602267,0.8824097151692598,-0.211516581,-0.439356998,-0.109698475,-0.706742341,-0.556257075,-0.618717747,-0.467340931,0.6038975732768903,0.61645822,0.7574112758230758,-0.052571554,0.3625401987563998,-0.476945316,-0.210631976,0.4504162045947999,0.8880434339786127,-0.331866798,-0.628074425,0.3671880522665884,0.1771285997255427,0.1997740686071822,0.4677512163761581,-0.369150546,-0.112196597,-0.583424338,-0.745221758,7,9,True,43.0,
0.074966974,0.8355405797999684,-0.279909099,-0.39220101,0.1313899834924172,,-0.515603282,-0.809156129,0.1729320388036614,-0.93827887,0.055079662,-0.266379886,-0.288239648,-0.923282451,-0.596425117,0.7233161039236391,0.1965334584054159,-0.131278013,-0.50074342,-0.778975367,-0.066159655,0.706858361,0.2852737431913854,-0.555359469,0.6792566511714306,-0.052722189,0.6385734279321507,-0.102681741,-0.165195472,-0.32629203,0.0271304767689533,-0.772445052,0.987081731,0.1555318841369657,-0.647500299,0.041994,0.6258418482891916,3,9,True,44.0,
-0.063596564,0.580080855,0.3803877582177843,0.6893487994504888,0.6295929357110293,,0.3286105765583254,0.9126298457504296,0.2856495868825042,0.4117495072411286,-0.842829355,-0.653358876,0.7819895478295891,-0.74653116,-0.634724303,-0.037905567,-0.308868141,-0.982851262,-0.023967367,-0.572648452,0.4268703954122888,-0.385131817,-0.450480991,-0.266063071,-0.760782297,-0.70986538,-0.572104731,-0.333047912,0.1352345646588002,-0.493241245,0.2439991160409609,0.1355446472591652,-0.250920489,-0.793399824,-0.560740117,-0.337094916,-0.42350876,5,9,True,45.0,
0.5603853453682097,0.1772217641595768,-0.368628741,0.2416048814508697,-0.447145066,,-0.480091546,0.061560042616966,0.3663232620141197,-0.03085069,-0.20196434,0.1136169819961732,-0.864703171,0.9666046111343908,0.7928738839469291,0.1616101650475072,0.8753584503484713,-0.561225341,-0.410285148,0.2851717750183127,-0.682934487,0.1490427730026478,-0.98033784,-0.751390587,-0.340470863,-0.700100519,0.0430398982891286,0.994885646,0.048278519,-0.029395014,0.8005260141642254,-0.557769163,0.2916533493484858,-0.083899092,-0.959122073,0.8881729641315355,0.7900847412492289,9,9,True,46.0,
0.1574907159974463,-0.793986735,0.3106991607974954,-0.708599195,-0.094720954,,0.5967710134537305,0.785211535,-0.015350249,-0.983215245,-0.154692294,-0.845902717,-0.00331959,0.6000756491635562,-0.969938977,0.6477789329389787,0.6004098356751424,-0.386632204,-0.959838967,0.6609268818333676,0.1077407477544283,0.127900036988223,-0.36797855,-0.518738447,-0.543715884,0.246246225,-0.760932017,-0.057914011,-0.013740865,-0.047690404,-0.210190571,-0.876828602,-0.038873875,-0.695719955,-0.069976121,0.1983644937690836,-0.961240402,9,9,True,47.0,
